Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
30000,3.5037549,0.19781895,0.008891594,0.07270644,0.00029620284,0.19873427,0.009873553,1434.0,-0.4033000090857968,-0.4033000090857968,1.0
40000,3.483869,0.10306748,0.002359265,0.06380531,0.0002946543,0.1982181,0.009821987,2217.0,-0.35045000654645264,-0.35045000654645264,1.0
50000,3.4747021,0.04166279,0.010070208,0.06753523,0.00029328256,0.19776085,0.009776308,2076.0,-0.3807749980915105,-0.3807749980915105,1.0
60000,3.4813836,0.0018234827,0.0070058294,0.07307678,0.0002917518,0.19725062,0.009725334,2540.3333333333335,-0.2139833346591331,-0.2139833346591331,1.0
70000,3.4661784,-0.033137143,0.005740226,0.06883027,0.00029021455,0.19673818,0.009674144,2054.6,-0.025709983624983578,-0.025709983624983578,1.0
80000,3.4548862,-0.030004699,0.0058964067,0.06995101,0.00028874323,0.19624776,0.009625149,1038.0,-0.44215001151314937,-0.44215001151314937,1.0
90000,3.440966,-0.0072387164,0.004192532,0.071692884,0.00028727853,0.19575952,0.009576374,1546.0,0.031700043109594844,0.031700043109594844,1.0
100000,3.4158406,0.023466296,0.015283068,0.06887608,0.0002858356,0.19527853,0.009528323,1662.3333333333333,0.2021833653076707,0.2021833653076707,1.0
110000,3.4116886,-0.005833367,0.013417201,0.072033264,0.0002842369,0.19474563,0.009475089,948.2222222222222,-0.19634444571905382,-0.19634444571905382,1.0
120000,3.427218,-0.028360764,0.006517275,0.07040689,0.00028264412,0.1942147,0.009422049,617.8,-0.37409000045445284,-0.37409000045445284,1.0
130000,3.4536314,-0.023407672,0.004024991,0.06761627,0.00028120546,0.19373514,0.009374141,999.25,-0.3260374892197433,-0.3260374892197433,1.0
140000,3.4719465,-0.033432465,0.0070855394,0.07138464,0.00027975516,0.1932517,0.009325846,1072.0,-0.07401999280118617,-0.07401999280118617,1.0
150000,3.4340224,0.019869983,0.006650207,0.07249738,0.0002781571,0.19271903,0.009272629,1536.5,0.38801249569951324,0.38801249569951324,1.0
160000,3.427876,0.017730907,0.0073683774,0.06775751,0.0002767219,0.19224063,0.009224839,864.0,-0.44223334204677184,-0.44223334204677184,1.0
170000,3.4297457,-0.01542142,0.005467976,0.07286175,0.00027528373,0.19176123,0.009176946,1371.3333333333333,0.03576665447811441,0.03576665447811441,1.0
180000,3.434534,8.27536e-05,0.0012909954,0.07605624,0.00027367054,0.19122349,0.009123227,895.0,-0.44885001494549215,-0.44885001494549215,1.0
190000,3.4495971,0.003941863,0.007213299,0.071806796,0.0002722179,0.1907393,0.009074856,1364.6666666666667,0.3252167005557567,0.3252167005557567,1.0
200000,3.4739552,-0.003549338,0.004384221,0.07030439,0.00027076417,0.1902547,0.009026446,2423.6666666666665,-0.06053331220997885,-0.06053331220997885,1.0
210000,3.4880738,-0.0027011,0.009244605,0.07017489,0.0002691585,0.18971948,0.008972977,1697.0,-0.444750014168676,-0.444750014168676,1.0
220000,3.478569,0.0053185485,0.007424531,0.06918576,0.00026770472,0.1892349,0.008924567,2180.6666666666665,0.29386251895630267,0.29386251895630267,1.0
230000,3.4733539,-0.0012717552,0.0011308822,0.06732847,0.0002662694,0.18875647,0.008876769,1415.0,-0.40199998146272264,-0.40199998146272264,1.0
240000,3.464583,-0.004516975,0.003595199,0.073982,0.0002648113,0.18827043,0.008828215,2392.0,-0.37595000573977205,-0.37595000573977205,1.0
250000,3.5021708,-0.019254375,0.0024292348,0.06946966,0.0002632776,0.18775919,0.008777143,None,None,None,1.0
260000,3.4824135,0.003443456,0.0034338958,0.07103141,0.00026171614,0.18723871,0.008725146,2217.0,-0.3814000175334513,-0.3814000175334513,1.0
270000,3.4813197,0.0047469176,0.005472048,0.06998436,0.00026033365,0.18677787,0.008679109,3168.5,0.35046250012874225,0.35046250012874225,1.0
280000,3.4884896,0.014990091,0.007177066,0.07310426,0.00025884956,0.1862832,0.008629689,2036.6666666666667,-0.24395001532684546,-0.24395001532684546,1.0
290000,3.4763327,0.008757504,0.0074094594,0.06541808,0.00025724276,0.1857476,0.008576183,1920.75,-0.04843751884254743,-0.04843751884254743,1.0
300000,3.4717922,0.009131361,0.0053627463,0.07069345,0.0002557983,0.18526609,0.008528083,1386.6,-0.15302001301897689,-0.15302001301897689,1.0
310000,3.4687815,0.011243269,0.00403881,0.07160378,0.00025433462,0.1847782,0.008479341,None,None,None,1.0
320000,3.473307,0.0051432243,0.0037044305,0.06945889,0.00025271872,0.18423957,0.008425532,1850.5,0.04607503263105173,0.04607503263105173,1.0
330000,3.4485414,-0.01708954,0.0063506113,0.06772823,0.00025128186,0.18376064,0.008377685,1671.3333333333333,0.036658326047472656,0.036658326047472656,1.0
340000,3.4549837,-0.014195375,0.0018513817,0.07119426,0.00024983456,0.18327817,0.008329488,1301.0,-0.434949992239126,-0.434949992239126,1.0
350000,3.4500966,0.0075677815,0.006320736,0.06890933,0.00024820055,0.18273352,0.008275079,1238.6666666666667,-0.28676666141836904,-0.28676666141836904,1.0
360000,3.465947,0.04861791,0.0053563463,0.07108718,0.00024674373,0.1822479,0.008226565,4129.0,0.6555000179214403,0.6555000179214403,1.0
370000,3.4466884,-0.0029439493,0.0055662477,0.06834248,0.00024527955,0.18175985,0.008177808,1271.25,0.01906252113985829,0.01906252113985829,1.0
380000,3.4110446,-0.015783243,0.00012213967,0.067409724,0.00024381993,0.18127331,0.008129203,945.0,-0.4540499963623006,-0.4540499963623006,1.0
390000,3.4420996,0.0007626327,0.006427671,0.07033186,0.00024230112,0.18076701,0.0080786245,4593.0,0.6383499504008796,0.6383499504008796,1.0
400000,3.4181974,0.022845484,0.0065573566,0.06282504,0.00024077004,0.18025666,0.008027642,1938.3333333333333,0.20569997982117152,0.20569997982117152,1.0
410000,3.457827,0.021475762,0.005055401,0.06747629,0.000239338,0.17977932,0.007979954,2182.0,0.054200034792302176,0.054200034792302176,1.0
420000,3.4492118,0.028304111,0.004870209,0.06793551,0.00023773508,0.17924502,0.007926578,3218.5,0.1250250100856647,0.1250250100856647,1.0
430000,3.4731977,0.013953362,0.0061043613,0.069405675,0.00023627735,0.1787591,0.007878034,5545.0,-0.218100008321926,-0.218100008321926,1.0
440000,3.4734035,0.006724526,0.0046142126,0.07275753,0.00023481934,0.1782731,0.007829483,1026.0,0.0023001168156042695,0.0023001168156042695,1.0
450000,3.4572136,0.0121808015,0.009764077,0.07194234,0.00023329088,0.17776358,0.007778584,3421.3333333333335,1.7191251079457288,1.7191251079457288,1.0
460000,3.4479556,0.01519148,0.0067098713,0.068966694,0.00023180907,0.17726967,0.007729241,817.0,0.24647504911990836,0.24647504911990836,1.0
470000,3.442446,0.017626083,0.005444157,0.074306056,0.00023018566,0.17672853,0.007675181,3572.5,-0.08807498484748066,-0.08807498484748066,1.0
480000,3.4713793,0.0164298,0.009293977,0.0742335,0.00022873633,0.17624539,0.007626918,1696.0,-0.06634998531080782,-0.06634998531080782,1.0
490000,3.4993408,0.006530366,0.0030444541,0.07155,0.00022727165,0.17575721,0.0075781443,None,None,None,1.0
500000,3.500984,0.00018908146,0.0023940406,0.07306548,0.00022565704,0.17521901,0.0075243777,4468.666666666667,1.376450064550833,1.376450064550833,1.0
